,iteration,accuracy,subject,series
139,39,0.26149999999999995,0,smoothed accuracy
140,40,0.2573333333333333,0,smoothed accuracy
141,41,0.2353333333333333,0,smoothed accuracy
142,42,0.22449999999999998,0,smoothed accuracy
143,43,0.2513333333333333,0,smoothed accuracy
144,44,0.22999999999999998,0,smoothed accuracy
145,45,0.2248333333333333,0,smoothed accuracy
146,46,0.22233333333333333,0,smoothed accuracy
147,47,0.23566666666666664,0,smoothed accuracy
148,48,0.23249999999999998,0,smoothed accuracy
149,49,0.25866666666666666,0,smoothed accuracy
150,50,0.26349999999999996,0,smoothed accuracy
151,51,0.265,0,smoothed accuracy
152,52,0.27066666666666667,0,smoothed accuracy
153,53,0.26216666666666666,0,smoothed accuracy
154,54,0.2648333333333333,0,smoothed accuracy
155,55,0.26999999999999996,0,smoothed accuracy
156,56,0.2741666666666666,0,smoothed accuracy
157,57,0.25849999999999995,0,smoothed accuracy
158,58,0.2553333333333333,0,smoothed accuracy
159,59,0.2251666666666666,0,smoothed accuracy
160,60,0.2173333333333333,0,smoothed accuracy
161,61,0.26383333333333325,0,smoothed accuracy
162,62,0.2908333333333332,0,smoothed accuracy
163,63,0.27016666666666656,0,smoothed accuracy
164,64,0.2796666666666666,0,smoothed accuracy
165,65,0.2776666666666666,0,smoothed accuracy
166,66,0.27549999999999997,0,smoothed accuracy
167,67,0.27149999999999996,0,smoothed accuracy
168,68,0.30166666666666664,0,smoothed accuracy
169,69,0.3035,0,smoothed accuracy
170,70,0.31649999999999995,0,smoothed accuracy
171,71,0.2716666666666666,0,smoothed accuracy
172,72,0.2423333333333333,0,smoothed accuracy
173,73,0.24783333333333327,0,smoothed accuracy
174,74,0.23983333333333326,0,smoothed accuracy
175,75,0.2394999999999999,0,smoothed accuracy
176,76,0.23683333333333323,0,smoothed accuracy
177,77,0.27049999999999985,0,smoothed accuracy
178,78,0.2463333333333332,0,smoothed accuracy
179,79,0.2441666666666665,0,smoothed accuracy
180,80,0.23299999999999982,0,smoothed accuracy
181,81,0.2578333333333332,0,smoothed accuracy
182,82,0.2746666666666665,0,smoothed accuracy
183,83,0.26916666666666655,0,smoothed accuracy
184,84,0.2663333333333332,0,smoothed accuracy
185,85,0.27116666666666656,0,smoothed accuracy
186,86,0.2933333333333332,0,smoothed accuracy
187,87,0.2679999999999999,0,smoothed accuracy
188,88,0.26916666666666655,0,smoothed accuracy
189,89,0.2719999999999999,0,smoothed accuracy
190,90,0.2728333333333332,0,smoothed accuracy
191,91,0.24799999999999986,0,smoothed accuracy
192,92,0.23216666666666655,0,smoothed accuracy
193,93,0.26099999999999984,0,smoothed accuracy
194,94,0.2603333333333332,0,smoothed accuracy
195,95,0.25416666666666654,0,smoothed accuracy
196,96,0.23944444444444432,0,smoothed accuracy
197,97,0.23937499999999987,0,smoothed accuracy
198,98,0.24142857142857127,0,smoothed accuracy
199,99,0.247222222222222,0,smoothed accuracy
